movieId,title,title_clean,genres,year,avg_rating,num_ratings,top_tags,bayesian_score,imdbId,tmdbId,imdb_url
18,Four Rooms (1995),Four Rooms,Comedy,1995.0,3.430293501048218,954,"Quentin Tarantino, Tim Roth, multiple storylines, Tarantino, dark comedy",3.4172665652176843,113101,5.0,https://www.imdb.com/title/tt0113101/
19,Ace Ventura: When Nature Calls (1995),Ace Ventura: When Nature Calls,Comedy,1995.0,2.677483443708609,3775,"Jim Carrey, detective, Stupid as Hell, comedy, silly fun",2.701494944784133,112281,9273.0,https://www.imdb.com/title/tt0112281/
20,Money Train (1995),Money Train,Action|Comedy|Crime|Drama|Thriller,1995.0,2.9211994421199443,717,"afternoon section, lame, worthwhile",2.9897313456550734,113845,11517.0,https://www.imdb.com/title/tt0113845/
21,Get Shorty (1995),Get Shorty,Comedy|Crime|Thriller,1995.0,3.5832702498107496,3963,"John Travolta, mafia, Gene Hackman, Hollywood, satire",3.574423834577312,113161,8012.0,https://www.imdb.com/title/tt0113161/
22,Copycat (1995),Copycat,Crime|Drama|Horror|Mystery|Thriller,1995.0,3.268292682926829,1599,"thriller, detective, suspenseful, serial killer, detective thriller",3.2734702745892243,112722,1710.0,https://www.imdb.com/title/tt0112722/
23,Assassins (1995),Assassins,Action|Crime|Thriller,1995.0,3.1421121251629724,767,"Sylvester Stallone, Antonio Banderas, Wachowski Brothers, 2.5, action",3.171963434257978,112401,9691.0,https://www.imdb.com/title/tt0112401/
24,Powder (1995),Powder,Drama|Sci-Fi,1995.0,3.202175543885972,1333,"albino, special powers, christ allegory, outcast teaches us all a cheesy lesson, pretentious",3.214731678137453,114168,12665.0,https://www.imdb.com/title/tt0114168/
25,Leaving Las Vegas (1995),Leaving Las Vegas,Drama|Romance,1995.0,3.694563662374821,3495,"Nicolas Cage, depressing, melancholic, Elisabeth Shue, Nudity (Topless)",3.680175512121192,113627,451.0,https://www.imdb.com/title/tt0113627/
26,Othello (1995),Othello,Drama,1995.0,3.6346153846153846,416,Shakespeare,3.556533372516104,114057,16420.0,https://www.imdb.com/title/tt0114057/
27,Now and Then (1995),Now and Then,Children|Drama,1995.0,3.432234432234432,273,"1970s, coming of age, nostalgia, nostalgic, retro",3.397263042227861,114011,9263.0,https://www.imdb.com/title/tt0114011/
28,Persuasion (1995),Persuasion,Drama|Romance,1995.0,4.013333333333334,525,"Jane Austen, j netflix, Ciarán Hinds, In Netflix queue, acting",3.866455438877456,114117,17015.0,https://www.imdb.com/title/tt0114117/
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","City of Lost Children, The (Cité des enfants perdus, La)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,3.981776010603048,1509,"surreal, steampunk, atmospheric, dystopia, visually appealing",3.925080876351493,112682,902.0,https://www.imdb.com/title/tt0112682/
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Shanghai Triad (Yao a yao yao dao waipo qiao),Crime|Drama,1995.0,3.692105263157895,190,,3.5364032593084374,115012,37557.0,https://www.imdb.com/title/tt0115012/
31,Dangerous Minds (1995),Dangerous Minds,Drama,1995.0,3.2546090273363,1573,"inspirational, high school, teacher, social commentary, teacher changing lives",3.2610126316884203,112792,9909.0,https://www.imdb.com/title/tt0112792/
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Twelve Monkeys (a.k.a. 12 Monkeys),Mystery|Sci-Fi|Thriller,1995.0,3.9279787969578246,8678,"time travel, post-apocalyptic, twist ending, dystopia, sci-fi",3.918233811903086,114746,63.0,https://www.imdb.com/title/tt0114746/
34,Babe (1995),Babe,Children|Drama,1995.0,3.576825969341749,5545,"talking animals, adventure, pigs, Animal movie, cute",3.570602687398316,112431,9598.0,https://www.imdb.com/title/tt0112431/
35,Carrington (1995),Carrington,Drama|Romance,1995.0,3.5,217,"polyamory, entirely dialogue",3.4325725446233184,112637,47018.0,https://www.imdb.com/title/tt0112637/
36,Dead Man Walking (1995),Dead Man Walking,Crime|Drama,1995.0,3.926440177252585,3385,"death penalty, Sean Penn, Susan Sarandon, true story, emotion!",3.9021418783250255,112818,687.0,https://www.imdb.com/title/tt0112818/
38,It Takes Two (1995),It Takes Two,Children|Comedy,1995.0,2.9894736842105263,95,twins,3.195224638531456,113442,33689.0,https://www.imdb.com/title/tt0113442/
39,Clueless (1995),Clueless,Comedy|Romance,1995.0,3.4373020899303355,4737,"teen movie, 1990s, high school, teen, chick flick",3.434164861423687,112697,9603.0,https://www.imdb.com/title/tt0112697/
40,"Cry, the Beloved Country (1995)","Cry, the Beloved Country",Drama,1995.0,3.697080291970803,137,"In Netflix queue, South Africa, disk",3.509461525298996,112749,34615.0,https://www.imdb.com/title/tt0112749/
41,Richard III (1995),Richard III,Drama|War,1995.0,3.782763532763533,702,"Shakespeare, 1930s, fascist, king of england, london england",3.7058613340532127,114279,31174.0,https://www.imdb.com/title/tt0114279/
42,Dead Presidents (1995),Dead Presidents,Action|Crime|Drama,1995.0,3.0146067415730338,445,Eric's Dvds,3.0919502353294024,112819,11443.0,https://www.imdb.com/title/tt0112819/
43,Restoration (1995),Restoration,Drama,1995.0,3.4097744360902253,399,"historical, England",3.3888741963333664,114272,35196.0,https://www.imdb.com/title/tt0114272/
44,Mortal Kombat (1995),Mortal Kombat,Action|Adventure|Fantasy,1995.0,2.65137376879212,1929,"martial arts, fighting, video game adaptation, adapted from:game, Christopher Lambert",2.698581132951769,113855,9312.0,https://www.imdb.com/title/tt0113855/
45,To Die For (1995),To Die For,Comedy|Drama|Thriller,1995.0,3.4153742414025623,1483,"dark comedy, Bibliothek, Journalism, Joaquin Phoenix, Wayne Knight",3.407903311990792,114681,577.0,https://www.imdb.com/title/tt0114681/
46,How to Make an American Quilt (1995),How to Make an American Quilt,Drama|Romance,1995.0,3.302685950413223,484,"women, Bibliothek, wedding",3.3091698863200927,113347,11861.0,https://www.imdb.com/title/tt0113347/
47,Seven (a.k.a. Se7en) (1995),Seven (a.k.a. Se7en),Mystery|Thriller,1995.0,4.094005728314239,9776,"twist ending, serial killer, psychology, Kevin Spacey, Brad Pitt",4.0829293032872,114369,807.0,https://www.imdb.com/title/tt0114369/
48,Pocahontas (1995),Pocahontas,Animation|Children|Drama|Musical|Romance,1995.0,2.9979583503470804,2449,"Disney, animation, Cartoon, interracial romance, musical",3.0164514803737053,114148,10530.0,https://www.imdb.com/title/tt0114148/
50,"Usual Suspects, The (1995)","Usual Suspects, The",Crime|Mystery|Thriller,1995.0,4.276838026838027,10582,"twist ending, Kevin Spacey, suspense, great ending, complicated",4.264139351912084,114814,629.0,https://www.imdb.com/title/tt0114814/
52,Mighty Aphrodite (1995),Mighty Aphrodite,Comedy|Drama|Romance,1995.0,3.542263122017723,1467,"Woody Allen, adoption, prostitution, seen at the cinema, watched 1995",3.5233759705828787,113819,11448.0,https://www.imdb.com/title/tt0113819/
54,"Big Green, The (1995)","Big Green, The",Children|Comedy,1995.0,2.856687898089172,157,,3.0835836830864385,112499,26441.0,https://www.imdb.com/title/tt0112499/
55,Georgia (1995),Georgia,Drama,1995.0,3.263157894736842,171,,3.294154567012756,113158,97406.0,https://www.imdb.com/title/tt0113158/
57,Home for the Holidays (1995),Home for the Holidays,Drama,1995.0,3.312,375,"boring, dysfunctional family",3.3172614424065854,113321,9089.0,https://www.imdb.com/title/tt0113321/
58,"Postman, The (Postino, Il) (1994)","Postman, The (Postino, Il)",Comedy|Drama|Romance,1994.0,3.966937669376694,1845,"poetry, beautifully filmed, Pablo Neruda, writing, perrot library",3.920894262749632,110877,11010.0,https://www.imdb.com/title/tt0110877/
60,"Indian in the Cupboard, The (1995)","Indian in the Cupboard, The",Adventure|Children|Fantasy,1995.0,3.064734299516908,1035,"based on book, cupboard, toy comes to life, based on a book, birthday",3.097250796106038,113419,11359.0,https://www.imdb.com/title/tt0113419/
61,Eye for an Eye (1996),Eye for an Eye,Drama|Thriller,1996.0,3.2410468319559227,363,,3.2665851846331715,116260,17182.0,https://www.imdb.com/title/tt0116260/
62,Mr. Holland's Opus (1995),Mr. Holland's Opus,Drama,1995.0,3.709225440806045,3176,"music, emotional, inspirational, family, deaf",3.69281888211115,113862,2054.0,https://www.imdb.com/title/tt0113862/
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,1996.0,3.010135135135135,444,"Wayans Brothers, ghetto, hood, parody, Funny when your 10. Less funny when your not.",3.0887052527364247,116126,10607.0,https://www.imdb.com/title/tt0116126/
64,Two if by Sea (1996),Two if by Sea,Comedy|Romance,1996.0,2.764331210191082,314,,2.9424862196703447,118002,19760.0,https://www.imdb.com/title/tt0118002/
65,Bio-Dome (1996),Bio-Dome,Comedy,1996.0,2.3142857142857145,805,"Polly Shore, pot smoking, stephen baldwin, Pauly Shore, drugs",2.468554993265561,115683,9536.0,https://www.imdb.com/title/tt0115683/
66,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,1996.0,2.0906735751295336,386,"cyberpunk, 1990s, Crap",2.427657903035883,116839,11525.0,https://www.imdb.com/title/tt0116839/
68,French Twist (Gazon maudit) (1995),French Twist (Gazon maudit),Comedy|Romance,1995.0,3.534031413612565,191,,3.44674235405677,113149,4482.0,https://www.imdb.com/title/tt0113149/
69,Friday (1995),Friday,Comedy,1995.0,3.559060402684564,745,"Ice Cube, funny, great soundtrack, black culture, friendship",3.522113260527579,113118,10634.0,https://www.imdb.com/title/tt0113118/
70,From Dusk Till Dawn (1996),From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1996.0,3.3377110694183867,2665,"Quentin Tarantino, vampires, George Clooney, cult classic, Salma Hayek",3.337365143684236,116367,755.0,https://www.imdb.com/title/tt0116367/
71,Fair Game (1995),Fair Game,Action,1995.0,2.332618025751073,233,,2.7139487761512413,113010,11859.0,https://www.imdb.com/title/tt0113010/
72,Kicking and Screaming (1995),Kicking and Screaming,Comedy|Drama,1995.0,3.5717391304347825,230,"talky, Noah Baumbach, wry, witty, literate",3.47903392676208,113537,28387.0,https://www.imdb.com/title/tt0113537/
73,"Misérables, Les (1995)","Misérables, Les",Drama|War,1995.0,3.7951541850220254,454,,3.6833757334598967,113828,48750.0,https://www.imdb.com/title/tt0113828/
74,Bed of Roses (1996),Bed of Roses,Drama|Romance,1996.0,3.194915254237288,531,"chick flick, Romance, girlie movie",3.2239387979392857,115644,20927.0,https://www.imdb.com/title/tt0115644/
75,Big Bully (1996),Big Bully,Comedy|Drama,1996.0,2.411764705882353,102,"midwest, Minnesota",2.949832067516333,115676,36929.0,https://www.imdb.com/title/tt0115676/
76,Screamers (1995),Screamers,Action|Sci-Fi|Thriller,1995.0,2.9494274809160306,524,"artificial intelligence, post apocalyptic, Philip K. Dick, sci-fi, horror",3.031674683546434,114367,9102.0,https://www.imdb.com/title/tt0114367/
78,"Crossing Guard, The (1995)","Crossing Guard, The",Action|Crime|Drama|Thriller,1995.0,3.210526315789474,152,"Jack Nicholson, Sean Penn",3.2691171912466825,112744,27526.0,https://www.imdb.com/title/tt0112744/
79,"Juror, The (1996)","Juror, The",Drama|Thriller,1996.0,3.131517960602549,863,,3.1600384196713187,116731,9623.0,https://www.imdb.com/title/tt0116731/
80,"White Balloon, The (Badkonake sefid) (1995)","White Balloon, The (Badkonake sefid)",Children|Drama,1995.0,3.7857142857142856,98,,3.5151185479711486,112445,46785.0,https://www.imdb.com/title/tt0112445/
81,Things to Do in Denver When You're Dead (1995),Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995.0,3.2228464419475658,534,"Denver, own",3.2458092752345395,114660,400.0,https://www.imdb.com/title/tt0114660/
82,Antonia's Line (Antonia) (1995),Antonia's Line (Antonia),Comedy|Drama,1995.0,3.986772486772487,378,"mathematics, strong woman, feminism, intellectual, lesbian",3.8058595567222566,112379,880.0,https://www.imdb.com/title/tt0112379/
83,Once Upon a Time... When We Were Colored (1995),Once Upon a Time... When We Were Colored,Drama|Romance,1995.0,3.6630434782608696,92,3,3.46041817207211,114039,146599.0,https://www.imdb.com/title/tt0114039/
85,Angels and Insects (1995),Angels and Insects,Drama|Romance,1995.0,3.525,420,,3.475458667746486,112365,8447.0,https://www.imdb.com/title/tt0112365/
86,White Squall (1996),White Squall,Action|Adventure|Drama,1996.0,3.438833570412518,703,"Ridley Scott, sailboat, sailing, 1960s, bad script",3.4204943194911666,118158,10534.0,https://www.imdb.com/title/tt0118158/
87,Dunston Checks In (1996),Dunston Checks In,Children|Comedy,1996.0,2.353125,160,"orangutan, hotel manager, animals, family friendly",2.816311475687559,116151,17414.0,https://www.imdb.com/title/tt0116151/
88,Black Sheep (1996),Black Sheep,Comedy,1996.0,3.11768018018018,888,easily confused with other movie(s) (title),3.14744058973742,115697,13997.0,https://www.imdb.com/title/tt0115697/
89,Nick of Time (1995),Nick of Time,Action|Thriller,1995.0,3.089160839160839,572,"blackmail, Christopher Walken, Johnny Depp, booring, conspiracy",3.137791464537735,113972,2086.0,https://www.imdb.com/title/tt0113972/
92,Mary Reilly (1996),Mary Reilly,Drama|Horror|Thriller,1996.0,2.794666666666666,375,"Can't remember, Jekyll and Hyde, John Malkovich",2.943465681327588,117002,9095.0,https://www.imdb.com/title/tt0117002/
93,Vampire in Brooklyn (1995),Vampire in Brooklyn,Comedy|Horror|Romance,1995.0,2.481308411214953,321,,2.744427287331222,114825,12158.0,https://www.imdb.com/title/tt0114825/
94,Beautiful Girls (1996),Beautiful Girls,Comedy|Drama|Romance,1996.0,3.5426470588235293,680,"Natalie Portman, small town, coming of age, humorous, violence",3.5056537483119152,115639,9283.0,https://www.imdb.com/title/tt0115639/
95,Broken Arrow (1996),Broken Arrow,Action|Adventure|Thriller,1996.0,3.074231613611416,3644,"stealth aircraft, nuclear bomb, military, medioocre script, action packed",3.0839912060741868,115759,9208.0,https://www.imdb.com/title/tt0115759/
96,In the Bleak Midwinter (1995),In the Bleak Midwinter,Comedy|Drama,1995.0,3.5384615384615383,78,theater,3.4038679667072884,113403,40154.0,https://www.imdb.com/title/tt0113403/
97,"Hate (Haine, La) (1995)","Hate (Haine, La)",Crime|Drama,1995.0,4.090654205607477,535,"social commentary, black and white, realistic, french, ghetto",3.929541514888097,113247,406.0,https://www.imdb.com/title/tt0113247/
99,Heidi Fleiss: Hollywood Madam (1995),Heidi Fleiss: Hollywood Madam,Documentary,1995.0,3.009433962264151,106,,3.194634754436072,113283,63076.0,https://www.imdb.com/title/tt0113283/
100,City Hall (1996),City Hall,Drama|Thriller,1996.0,3.2740683229813663,644,"own, politics, Al Pacino",3.284465340874388,115907,11062.0,https://www.imdb.com/title/tt0115907/
101,Bottle Rocket (1996),Bottle Rocket,Adventure|Comedy|Crime|Romance,1996.0,3.760095011876485,842,"quirky, Wes Anderson, off-beat comedy, sweet, deadpan",3.69742260508014,115734,13685.0,https://www.imdb.com/title/tt0115734/
102,Mr. Wrong (1996),Mr. Wrong,Comedy,1996.0,2.468454258675079,317,"one of the worst ever, stupid",2.7378713418850715,117102,47475.0,https://www.imdb.com/title/tt0117102/
103,Unforgettable (1996),Unforgettable,Mystery|Sci-Fi|Thriller,1996.0,3.150273224043716,183,Forgettable,3.229843084431248,118040,2045.0,https://www.imdb.com/title/tt0118040/
104,Happy Gilmore (1996),Happy Gilmore,Comedy,1996.0,3.386871508379888,3580,"Adam Sandler, golf, comedy, sports, Bob Barker",3.384709637113055,116483,9614.0,https://www.imdb.com/title/tt0116483/
105,"Bridges of Madison County, The (1995)","Bridges of Madison County, The",Drama|Romance,1995.0,3.366938008766437,1597,"affair, sentimental, Meryl Streep, warm, love story",3.3639624862774373,112579,688.0,https://www.imdb.com/title/tt0112579/
107,Muppet Treasure Island (1996),Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996.0,3.1727541954590324,1013,"treasure, muppets, pirates, Tim Curry, Bill Connolly",3.192444847544527,117110,10874.0,https://www.imdb.com/title/tt0117110/
110,Braveheart (1995),Braveheart,Action|Drama|War,1995.0,3.991760299625468,10680,"historical, war, action, inspirational, Scotland",3.982969206264691,112573,197.0,https://www.imdb.com/title/tt0112573/
111,Taxi Driver (1976),Taxi Driver,Crime|Drama|Thriller,1976.0,4.067371548409647,5722,"dark, loneliness, cult film, atmospheric, mental illness",4.049294014423631,75314,103.0,https://www.imdb.com/title/tt0075314/
112,Rumble in the Bronx (Hont faan kui) (1995),Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995.0,3.4221183800623054,1926,"kung fu, martial arts, fight scenes, Rutger Hauer, Kung-Fu",3.415777144255564,113326,33542.0,https://www.imdb.com/title/tt0113326/
113,Before and After (1996),Before and After,Drama|Mystery,1996.0,3.0297297297297296,185,"cover up, Massachusetts, murder, mystery, teenager",3.1615765611216355,115645,43566.0,https://www.imdb.com/title/tt0115645/
116,Anne Frank Remembered (1995),Anne Frank Remembered,Documentary,1995.0,3.8680555555555554,144,"Holocaust, true story, nazis, 2.5, Biography",3.599509335447979,112373,51352.0,https://www.imdb.com/title/tt0112373/
117,"Young Poisoner's Handbook, The (1995)","Young Poisoner's Handbook, The",Crime|Drama,1995.0,3.610824742268041,194,to see,3.4915937532811183,115033,16934.0,https://www.imdb.com/title/tt0115033/
118,If Lucy Fell (1996),If Lucy Fell,Comedy|Romance,1996.0,2.987878787878788,165,,3.1477627463075013,116606,10324.0,https://www.imdb.com/title/tt0116606/
121,"Boys of St. Vincent, The (1992)","Boys of St. Vincent, The",Drama,1992.0,3.7217391304347824,115,,3.5044737011931195,106473,32119.0,https://www.imdb.com/title/tt0106473/
122,Boomerang (1992),Boomerang,Comedy|Romance,1992.0,2.917329093799682,629,"Can't remember, dating",2.9943838145006696,103859,11066.0,https://www.imdb.com/title/tt0103859/
123,Chungking Express (Chung Hing sam lam) (1994),Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994.0,3.993624772313297,549,"stylized, good music, dreamlike, loneliness, lyrical",3.855928843591657,109424,11104.0,https://www.imdb.com/title/tt0109424/
125,Flirting With Disaster (1996),Flirting With Disaster,Comedy,1996.0,3.717081850533808,562,"Screwball Comedy, Ben Stiller, want to see again, ensemble cast, Nudity (Topless - Brief)",3.638326754403708,116324,2074.0,https://www.imdb.com/title/tt0116324/
126,"NeverEnding Story III, The (1994)","NeverEnding Story III, The",Adventure|Children|Fantasy,1994.0,2.2390243902439027,205,unnecessary sequel,2.6895664430057824,110647,27793.0,https://www.imdb.com/title/tt0110647/
132,Jade (1995),Jade,Thriller,1995.0,2.7857142857142856,350,"bad acting, bad dialogue, Thriller ",2.9446532158077288,113451,11863.0,https://www.imdb.com/title/tt0113451/
135,Down Periscope (1996),Down Periscope,Comedy,1996.0,2.9694280078895465,1014,"submarine, Kelsey Grammer, Rob Scheider, Good Comedy, Bruce Dern",3.014385741458565,116130,9101.0,https://www.imdb.com/title/tt0116130/
140,Up Close and Personal (1996),Up Close and Personal,Drama|Romance,1996.0,3.2906976744186047,774,"newsman, afternoon section, Bibliothek, journalism, Stockard Channing",3.297013822014181,118055,9302.0,https://www.imdb.com/title/tt0118055/
141,"Birdcage, The (1996)","Birdcage, The",Comedy,1996.0,3.522453450164293,3652,"Gay stereotypes, gay parenting, comedy, gay, queer",3.515189327873819,115685,11000.0,https://www.imdb.com/title/tt0115685/
144,"Brothers McMullen, The (1995)","Brothers McMullen, The",Comedy,1995.0,3.4631944444444445,720,,3.4411558895937717,112585,16388.0,https://www.imdb.com/title/tt0112585/
145,Bad Boys (1995),Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995.0,3.2866943866943865,2405,"Will Smith, action, Michael Bay, funny, car chase",3.289195248571604,112442,9737.0,https://www.imdb.com/title/tt0112442/
146,"Amazing Panda Adventure, The (1995)","Amazing Panda Adventure, The",Adventure|Children,1995.0,2.886138613861386,101,,3.147586484118441,112342,30765.0,https://www.imdb.com/title/tt0112342/
147,"Basketball Diaries, The (1995)","Basketball Diaries, The",Drama,1995.0,3.5742894056847545,774,"drugs, addiction, based on a true story, Leonardo DiCaprio, Mark Wahlberg",3.536120575826817,112461,10474.0,https://www.imdb.com/title/tt0112461/
148,"Awfully Big Adventure, An (1995)","Awfully Big Adventure, An",Drama,1995.0,2.9461538461538463,65,,3.211285591430708,112427,22279.0,https://www.imdb.com/title/tt0112427/
149,Amateur (1994),Amateur,Crime|Drama|Thriller,1994.0,3.707692307692308,195,"amnesia, bad acting, independent film, minimalistic, Interesting",3.547665748109197,109093,30157.0,https://www.imdb.com/title/tt0109093/
150,Apollo 13 (1995),Apollo 13,Adventure|Drama|IMAX,1995.0,3.8891249425815344,8708,"based on a true story, space, Tom Hanks, NASA, true story",3.8800450393819497,112384,568.0,https://www.imdb.com/title/tt0112384/
151,Rob Roy (1995),Rob Roy,Action|Drama|Romance|War,1995.0,3.50576092174748,2083,"passionate, sweeping, Can't remember, 18th century, Scotland",3.494458324476434,114287,11780.0,https://www.imdb.com/title/tt0114287/
152,"Addiction, The (1995)","Addiction, The",Drama|Horror,1995.0,3.1125,120,"stylized, vampires, vampire, atmospheric, Christopher Walken",3.231661699276583,112288,34996.0,https://www.imdb.com/title/tt0112288/
153,Batman Forever (1995),Batman Forever,Action|Adventure|Comedy|Crime,1995.0,2.8614600400509738,5493,"Jim Carrey, superhero, Tommy Lee Jones, Batman, Val Kilmer",2.873453732235057,112462,414.0,https://www.imdb.com/title/tt0112462/
154,Beauty of the Day (Belle de jour) (1967),Beauty of the Day (Belle de jour),Drama,1967.0,3.762048192771085,498,"double life, BDSM, disgust, sex, women",3.665356212786633,61395,649.0,https://www.imdb.com/title/tt0061395/
155,Beyond Rangoon (1995),Beyond Rangoon,Adventure|Drama|War,1995.0,3.5,192,,3.4275556208601725,112495,1873.0,https://www.imdb.com/title/tt0112495/
156,Blue in the Face (1995),Blue in the Face,Comedy|Drama,1995.0,3.631868131868132,273,"in netflix queue, lille fille., men alligevel ender med at vÃ¦re et vildt fedt portrÃ¦t, PortrÃ¦t af brooklin som er lidt direkte og klodset i sit portrÃ¦tform, plotless",3.5279584858729454,112541,5894.0,https://www.imdb.com/title/tt0112541/
157,Canadian Bacon (1995),Canadian Bacon,Comedy|War,1995.0,2.8060046189376444,433,"politics, Michael Moore, sarcasm, conspiracy",2.9370167913501177,109370,1775.0,https://www.imdb.com/title/tt0109370/
158,Casper (1995),Casper,Adventure|Children,1995.0,2.9227790432801823,2195,"Christina Ricci, family, ghosts, bill pulman, Brad Silberling",2.9479088023125346,112642,8839.0,https://www.imdb.com/title/tt0112642/
159,Clockers (1995),Clockers,Crime|Drama|Mystery,1995.0,3.4433497536945814,406,"hip hop, hood, hood film, social commentary, Spike Lee",3.413924888380033,112688,20649.0,https://www.imdb.com/title/tt0112688/
160,Congo (1995),Congo,Action|Adventure|Mystery|Sci-Fi,1995.0,2.623064043532859,2389,"Michael Crichton, so bad it's funny, Nostalgia Critic, author:Michael Crichton",2.66330781232097,112715,10329.0,https://www.imdb.com/title/tt0112715/
161,Crimson Tide (1995),Crimson Tide,Drama|Thriller|War,1995.0,3.743454825462013,3896,"submarine, tense, Gene Hackman, chain of command, moral dilemma",3.728752150645796,112740,8963.0,https://www.imdb.com/title/tt0112740/
162,Crumb (1994),Crumb,Documentary,1994.0,3.999478623566215,959,"quirky, artist mind, raunchy, documentary, counterculture",3.9122018935711855,109508,26564.0,https://www.imdb.com/title/tt0109508/
163,Desperado (1995),Desperado,Action|Romance|Western,1995.0,3.431657501963865,2546,"Antonio Banderas, Salma Hayek, Steve Buscemi, action, Robert Rodriguez",3.426267170486624,112851,8068.0,https://www.imdb.com/title/tt0112851/
164,Devil in a Blue Dress (1995),Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995.0,3.46671388101983,706,"Los Angeles, cheadle appearance, denzel's fine behind, noir thriller, atmospheric",3.443716104245904,112857,8512.0,https://www.imdb.com/title/tt0112857/
